Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
KIR,Kiribati,359,General government gross debt,National Currency,,,,,,,,,0.001,0.002,0.004,0.004,0.006,0.009,0.011,0.011,0.011,0.012,0.012,0.014,0.014,0.019,0.016,0.016,0.017,0.015,0.017,0.016,0.022,0.016,0.014,0.014,0.014,0.016,0.017,0.045,0.053,0.052,0.052,0.051,0.05,0.064,0.089,0.117,0.142,0.171,0.2
KIR,Kiribati,360,Gross domestic product corresponding to fiscal year,National Currency,0.037,0.038,0.04,0.042,0.048,0.046,0.047,0.051,0.057,0.056,0.055,0.061,0.065,0.069,0.075,0.076,0.085,0.091,0.104,0.107,0.116,0.122,0.133,0.139,0.139,0.147,0.146,0.159,0.168,0.17,0.17,0.176,0.184,0.192,0.199,0.228,0.24,0.244,0.268,0.284,0.29,0.299,0.312,0.325,0.338,0.351,0.364
KIR,Kiribati,362,Volume of imports (% change),Percent change,-5.277,72.252,-5.335,-18.668,-1.727,-21.44,-10.682,161.202,-19.771,0.333,21.025,-12.509,43.047,-22.607,-16.991,30.633,-8.72,3.93,-8.501,17.505,3.874,1.02,13.941,-16.681,-1.629,23.468,-12.832,6.215,-2.503,-7.364,4.194,23.488,17.83,1.071,-4.989,-7.372,6.669,4.952,-16.298,3.91,-1.853,20.383,3.23,2.73,4.761,2.951,4.129
KIR,Kiribati,363,Volume of exports (% change),Percent change,-83.637,107.614,-36.81,57.435,188.394,-62.913,-66.207,416.499,-4.67,-3.826,-38.201,83.486,-20.365,-17.85,25.402,34.8,-39.968,17.827,4.364,32.271,-58.827,13.55,-0.702,-28.272,-24.343,61.648,-38.988,224.297,-24.756,-19.344,-11.266,69.199,-10.859,-20.789,35.928,-7.37,4.966,30.182,-47.806,43.824,-31.314,39.487,29.742,30.3,16.697,7.455,3.732
KIR,Kiribati,2777,General government total expenditure,% of GDP,,,,,,,,,,,89.696,71.451,84.306,69.252,66.778,85.312,83.321,84.597,85.293,86.78,73.236,104.389,100.301,89.912,105.497,97.122,83.683,80.433,82.736,79.039,80.263,87.594,91.712,85.413,113.036,102.025,114.752,109.741,134.665,113.786,108.042,119.712,122.466,117.169,113.111,110.729,109.653
KIR,Kiribati,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,-3.926,3.373,1.009,7.853,0.907,-6.302,-24.663,7.062,16.642,-2.024,-0.032,-11.207,3.238,-9.515,-19.523,-10.113,-12.505,-12.978,-16.499,-9.065,-8.262,-19.327,-6.324,12.387,38.764,47.384,23.507,40.378,-1.651,8.416,-3.117,-11.566,-16.962,-15.146,-12.452,-11.652,-10.992
KIR,Kiribati,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,-3.864,3.445,1.076,7.916,0.985,-6.156,-24.525,7.56,16.834,-1.856,0.124,-11.094,3.379,-9.402,-19.411,-10,-12.399,-12.874,-16.406,-8.938,-8.169,-19.245,-6.324,12.431,38.902,47.537,23.642,40.555,-1.414,8.657,-2.876,-11.263,-16.555,-14.633,-11.847,-10.949,-10.193
KIR,Kiribati,2787,General government gross debt,% of GDP,,,,,,,,,2.107,4.27,6.558,7.341,9.354,13.693,15.038,15.034,13.42,12.785,11.193,13.239,11.851,15.396,11.776,11.248,11.984,10.534,11.34,9.925,12.893,9.345,8.466,8.017,7.436,8.3,8.698,19.899,21.941,21.423,19.372,18.096,17.258,21.358,28.56,35.835,42.04,48.673,55.05
KIR,Kiribati,3092,"Inflation, average consumer prices",Percent change,16.1,7.7,5.486,6.311,5.442,4.491,6.607,-10.211,1.135,5.609,3.951,6.077,4.217,6.109,4,4.1,-1.667,2.554,3.668,1.755,0.377,6.002,3.176,1.633,-0.74,-0.351,-0.997,3.593,13.665,9.816,-3.9,1.497,-3.046,-1.488,2.104,0.572,1.917,0.356,0.564,-1.813,2.482,1.76,1.795,1.977,1.967,1.881,1.785
KNA,St. Kitts and Nevis,345,Total investment (% of GDP),% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.819,24.883,30,30,30,30,30,30,27,27,27,27,27
KNA,St. Kitts and Nevis,346,Gross national savings (% of GDP),% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.918,16.226,17.269,18.794,24.262,27.907,21.944,20.075,18.287,19.059,19.059,19.059,19.059
KNA,St. Kitts and Nevis,347,"Inflation, average consumer prices",Index,38.613,41.918,44.422,45.413,46.652,47.895,47.881,48.33,48.441,50.928,53.067,55.296,56.865,57.883,,60.471,61.709,67.063,69.533,71.863,73.38,74.948,76.506,78.241,80.001,82.7,89.719,93.74,98.708,100.739,101.597,107.525,108.403,109.603,109.874,107.345,106.607,107.348,106.236,105.885,105.261,104.238,103.669,104.521,106.578,108.675,110.813
KNA,St. Kitts and Nevis,352,Population (WEO),Value,0.043,0.043,0.043,0.043,0.042,0.042,0.042,0.041,0.041,0.041,0.041,0.041,0.041,0.042,0.042,0.043,0.043,0.044,0.044,0.045,0.045,0.046,0.047,0.047,0.048,0.049,0.049,0.05,0.05,0.051,0.051,0.052,0.053,0.053,0.054,0.054,0.055,0.055,0.056,0.057,0.057,0.058,0.058,0.059,0.059,0.06,0.061
KNA,St. Kitts and Nevis,354,General government total expenditure,National Currency,0.074,0.062,0.062,0.061,0.062,0.077,0.081,0.142,0.125,0.116,0.106,0.099,0.119,0.14,0.163,0.187,0.226,0.25,0.286,0.353,0.394,0.385,0.46,0.391,0.461,0.512,0.566,0.598,0.635,0.656,0.702,0.683,0.62,0.703,0.747,0.763,0.73,0.771,1.04,1.15,0.874,0.872,0.849,0.871,0.915,0.947,0.994
KNA,St. Kitts and Nevis,355,General government net lending/borrowing,National Currency,-0.01,-0.008,-0.01,-0.008,-0.012,-0.023,-0.014,-0.056,-0.033,-0.015,0.003,0.005,0.003,0.002,0.006,0.007,-0.019,-0.021,-0.048,-0.115,-0.152,-0.134,-0.152,-0.072,-0.09,-0.052,-0.022,-0.053,-0.061,-0.047,-0.134,0.036,0.096,0.258,0.219,0.155,0.103,0.015,0.032,-0.032,-0.102,-0.123,-0.075,-0.003,0.018,0.038,0.044
KNA,St. Kitts and Nevis,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,0.016,0.017,0.016,0.015,0.021,0.021,,-0.005,-0.046,-0.084,-0.109,-0.085,-0.083,0.002,-0.009,0.041,0.087,0.063,0.067,0.077,-0.007,0.161,0.214,0.341,0.282,0.206,0.145,0.055,0.07,0.003,-0.07,-0.08,-0.026,0.051,0.077,0.098,0.107
KNA,St. Kitts and Nevis,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,0.412,0.631,0.765,0.936,1.097,1.301,1.553,1.783,2.096,2.316,2.469,2.494,2.617,2.758,2.979,2.982,2.735,2.151,1.862,1.67,1.564,1.599,1.561,1.618,1.506,1.626,1.701,1.788,1.86,1.928,2.001
KNA,St. Kitts and Nevis,360,Gross domestic product corresponding to fiscal year,National Currency,0.156,0.187,0.213,0.21,0.245,0.273,0.321,0.367,0.435,0.485,0.548,0.544,0.602,0.656,0.733,0.79,0.843,0.948,0.988,1.049,1.137,1.237,1.298,1.267,1.369,1.477,1.74,1.861,2.028,2.019,2.052,2.208,2.161,2.267,2.475,2.493,2.622,2.692,2.729,2.875,2.301,2.244,2.464,2.701,2.906,3.049,3.2
KNA,St. Kitts and Nevis,362,Volume of imports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.905,12.943,-4.333,2.315,9.527,-46.575,-12.31,53.941,18.013,17.532,13.922,3.561
KNA,St. Kitts and Nevis,363,Volume of exports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.838,-25.619,19.209,-9.269,7.505,-35.632,16.169,13.218,10.275,9.038,3.196,3.196
KNA,St. Kitts and Nevis,2777,General government total expenditure,% of GDP,47.384,33.299,29.024,28.977,25.192,28.182,25.324,38.753,28.635,24.044,19.309,18.216,19.781,21.326,22.249,23.69,26.837,26.313,28.959,33.614,34.682,31.118,35.418,30.858,33.677,34.666,32.528,32.157,31.289,32.502,34.203,30.951,28.698,30.985,30.179,30.6,27.835,28.659,38.121,40.006,37.966,38.871,34.468,32.247,31.486,31.046,31.056
KNA,St. Kitts and Nevis,2779,General government net lending/borrowing,% of GDP,-6.468,-4.444,-4.595,-3.997,-4.777,-8.411,-4.265,-15.228,-7.51,-2.993,0.62,0.919,0.498,0.244,0.791,0.899,-2.267,-2.202,-4.863,-11.005,-13.334,-10.866,-11.713,-5.713,-6.598,-3.527,-1.261,-2.858,-3.025,-2.31,-6.511,1.633,4.453,11.388,8.856,6.215,3.93,0.573,1.174,-1.116,-4.447,-5.46,-3.059,-0.119,0.629,1.247,1.364
KNA,St. Kitts and Nevis,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,2.92,3.216,2.693,2.286,2.878,2.684,-0.025,-0.538,-4.64,-8.002,-9.557,-6.86,-6.425,0.164,-0.639,2.793,4.989,3.394,3.303,3.814,-0.358,7.307,9.913,15.024,11.414,8.265,5.529,2.056,2.563,0.1,-3.024,-3.556,-1.052,1.89,2.649,3.205,3.331
KNA,St. Kitts and Nevis,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,48.858,66.523,77.416,89.185,96.477,105.175,119.717,140.684,153.13,156.78,141.92,133.996,129.022,136.61,145.12,135.038,126.552,94.852,75.251,67.007,59.633,59.413,57.212,56.284,65.46,72.479,69.044,66.217,64.014,63.219,62.524
KNA,St. Kitts and Nevis,3092,"Inflation, average consumer prices",Percent change,19.332,8.559,5.975,2.23,2.727,2.666,-0.029,0.937,0.23,5.133,4.2,4.201,2.837,1.791,1.427,3,2.048,8.675,3.684,3.351,2.11,2.138,2.078,2.268,2.25,3.374,8.487,4.481,5.3,2.058,0.851,5.835,0.816,1.107,0.248,-2.302,-0.688,0.696,-1.036,-0.331,-0.589,-0.972,-0.546,0.822,1.967,1.967,1.967
KOR,"Korea, Rep.",345,Total investment (% of GDP),% of GDP,34.031,32.16,31.967,32.477,32.298,32.27,32.614,32.586,34.816,36.716,39.553,41.234,38.738,37.654,38.513,38.95,39.423,37.189,27.779,31.013,32.894,31.603,31.093,32.28,32.55,32.508,32.993,33.097,33.667,29.4,32.552,33.319,31.317,29.885,29.79,29.529,30.143,32.288,31.487,31.348,31.642,32.634,32.23,31.953,31.816,31.619,31.324
KOR,"Korea, Rep.",346,Gross national savings (% of GDP),% of GDP,23.481,23.265,24.78,28.382,30.403,30.12,34.845,38.419,41.208,38.241,38.563,38.804,37.922,38.084,37.478,37.144,35.415,35.294,38.256,35.394,34.66,31.998,31.741,33.889,36.245,33.814,33.192,33.991,33.834,32.906,34.996,34.647,35.134,35.522,35.384,36.7,36.674,36.923,35.977,34.972,36.258,36.874,36.19,36.034,35.975,35.861,35.596
KOR,"Korea, Rep.",347,"Inflation, average consumer prices",Index,22.101,26.82,28.748,29.732,30.408,31.156,32.013,32.989,35.346,37.361,40.564,44.35,47.106,49.367,52.46,54.811,57.51,60.063,64.576,65.101,66.572,69.279,71.193,73.695,76.341,78.444,80.202,82.235,86.079,88.452,91.051,94.717,96.789,98.048,99.298,99.999,100.971,102.934,104.453,104.853,105.417,106.847,107.755,109.156,110.793,112.677,114.93
KOR,"Korea, Rep.",352,Population (WEO),Value,38.124,38.723,39.326,39.91,40.406,40.806,41.214,41.622,42.031,42.449,42.869,43.296,43.748,44.195,44.642,45.093,45.525,45.954,46.287,46.617,47.008,47.37,47.645,47.892,48.083,48.185,48.438,48.684,49.055,49.308,49.554,49.937,50.2,50.429,50.747,51.015,51.218,51.362,51.607,51.709,51.779,51.819,51.849,51.869,51.889,51.909,51.919
KOR,"Korea, Rep.",354,General government total expenditure,National Currency,,,,,,,,,,,,,,,,61095,71299,77765,89276.57,98984.56,108258.65,124132.68,129187.04,155120.51,174436.55,180663.2,195700.8,213396.12,229789.56,245273.35,246379.73,264870.53,283219,298734,308797,327262,339236,360492,386907,433993,493260.39,513223,525899.59,549645.86,571606.7,590720.3,607457
KOR,"Korea, Rep.",355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,,9767,11672,12975,6072.87,7021.79,26388.59,17731.17,26257.41,13095.81,813.46,7880.4,10383.4,22610.12,16818.97,203.452,19399.99,22533.11,21458.45,9289.65,6206.15,8649,28652,40167,48651,7155,-53978.94,-57828.92,-49918.04,-53995.22,-53500.58,-52398.8,-48083.31
KOR,"Korea, Rep.",356,General government structural balance,National Currency,,,,,,,,,,,,,,,,8612.78,9259.85,9725.49,12850.87,8717.99,26106.51,18477.75,23578.52,13265.49,283.237,7691.47,8815.41,17714.07,14617.14,5637.63,17093.74,20082.33,22779.02,11100.4,8280.67,12175.96,31761.01,42064.98,49969.27,10945.36,-40975.89,-49582.75,-45713.88,-52336.34,-53025.73,-52171.31,-47809.67
KOR,"Korea, Rep.",357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,,11710,13636,15233,9471.52,12905.62,33276.88,24928.88,33103.25,19693.39,9523.5,17974.5,22533.5,14257.14,11453.43,-8166.81,9613.11,12424.45,14935.75,2641.05,-503.563,3155.93,23651.33,33843.18,40776.27,-2769.73,-63726.18,-65048.65,-54775.15,-56591.54,-53763.07,-50345.6,-43765.67
KOR,"Korea, Rep.",358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,,,,,164328.68,197621.67,234416.35,266288.36,279628.17,297032.83,345662.63,369753.75,438153.59,33355,86823,117503.56,157333.38,169451.02,176334.56,181808.55,226461.77,350949.16,455180.14,555858.04,658830.66,759564.72,857029.68,947752.3
KOR,"Korea, Rep.",359,General government gross debt,National Currency,,,,,,,,,,,26432.99,29810.11,33356.41,35372.26,37079.17,38366.08,39659.45,54334.56,76932.25,96614.46,108705.57,121815.72,133730,165825,203687,247972,282783,298902,311046,361409,390037.5,459200,504600,565600,620600,676200,717500,735200,759700,810700,936835.38,1064944.15,1187675.02,1314382.85,1440515.49,1564286.62,1682394.16
KOR,"Korea, Rep.",360,Gross domestic product corresponding to fiscal year,National Currency,39725.1,49669.8,57286.6,68080.1,78591.3,88129.7,102985.9,121697.8,145994.8,165801.8,200556.3,242481.1,277540.7,315181.3,372493.4,436988.7,490850.9,542001.8,537215.4,591453,651634.3,707021.3,784741.3,837365.1,908439.3,957447.8,1005601.5,1089660.2,1154216.6,1205347.8,1322611.2,1388937.2,1440111.3,1500819.2,1562929,1658020.4,1740779.5,1835698.1,1898192.6,1919039.8,1924452.9,2002883.99,2075321.12,2153283.81,2236710.22,2323117.79,2413068.67
KOR,"Korea, Rep.",362,Volume of imports (% change),Percent change,-9,2.006,1.812,6.601,4.957,-2.337,35.114,19.243,11.702,13.428,12.436,20.054,3.785,7.528,23.038,20.74,13.363,1.435,-26.993,29.465,23.103,-4.372,14.865,11.656,10.743,6.749,12.705,10.244,3.093,-7.24,19.286,17.726,2.124,1.218,0.283,0.673,3.913,8.849,2.019,-0.75,-0.074,7.874,4.401,3.802,3.608,3.327,3.127
KOR,"Korea, Rep.",363,Volume of exports (% change),Percent change,11.4,13.299,-1.295,15.227,14.142,-0.602,37.6,25.862,11.633,-4.134,4.369,13.669,11.895,8.818,17.567,22.713,8.922,19.091,16.239,15.513,18.906,-1.9,15.748,16.17,20.673,9.24,13.291,12.301,6.04,0.208,13.803,17.225,5.026,3.919,1.117,-0.303,1.982,4.408,3.267,0.546,-0.48,11.436,3.343,3.604,3.415,3.314,3.271
KOR,"Korea, Rep.",2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,,13.981,14.526,14.348,16.618,16.736,16.613,17.557,16.462,18.525,19.202,18.869,19.461,19.584,19.909,20.349,18.628,19.07,19.666,19.905,19.758,19.738,19.488,19.638,20.383,22.615,25.631,25.624,25.341,25.526,25.556,25.428,25.174
KOR,"Korea, Rep.",2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,2.235,2.378,2.394,1.13,1.187,4.05,2.508,3.346,1.564,0.09,0.823,1.033,2.075,1.457,0.017,1.467,1.622,1.49,0.619,0.397,0.522,1.646,2.188,2.563,0.373,-2.805,-2.887,-2.405,-2.508,-2.392,-2.256,-1.993
KOR,"Korea, Rep.",2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,2.025,1.953,1.851,2.221,1.436,4.02,2.604,3.059,1.583,0.031,0.801,0.879,1.651,1.274,0.457,1.299,1.454,1.575,0.736,0.527,0.728,1.81,2.281,2.625,0.566,-2.072,-2.435,-2.185,-2.423,-2.369,-2.245,-1.98
KOR,"Korea, Rep.",2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,2.68,2.778,2.811,1.763,2.182,5.107,3.526,4.218,2.352,1.048,1.877,2.241,1.308,0.992,-0.678,0.727,0.895,1.037,0.176,-0.032,0.19,1.359,1.844,2.148,-0.144,-3.311,-3.248,-2.639,-2.628,-2.404,-2.167,-1.814
KOR,"Korea, Rep.",2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,19.624,21.754,24.483,26.481,25.662,25.735,28.677,27.956,31.546,2.316,5.785,7.518,9.489,9.734,9.606,9.578,11.801,18.236,22.726,26.784,30.597,33.959,36.891,39.276
KOR,"Korea, Rep.",2787,General government gross debt,% of GDP,,,,,,,,,,,13.18,12.294,12.019,11.223,9.954,8.78,8.08,10.025,14.321,16.335,16.682,17.229,17.041,19.803,22.422,25.899,28.121,27.431,26.949,29.984,29.49,33.061,35.039,37.686,39.707,40.784,41.217,40.05,40.022,42.245,48.681,53.171,57.228,61.041,64.403,67.336,69.72
KOR,"Korea, Rep.",3092,"Inflation, average consumer prices",Percent change,28.697,21.352,7.191,3.421,2.274,2.46,2.75,3.048,7.146,5.701,8.574,9.333,6.213,4.801,6.266,4.481,4.925,4.439,7.513,0.813,2.259,4.066,2.763,3.515,3.591,2.754,2.242,2.535,4.674,2.757,2.939,4.026,2.187,1.301,1.275,0.706,0.972,1.944,1.476,0.383,0.537,1.357,0.85,1.3,1.5,1.7,2
KOR,"Korea, Rep.",3296,Unemployment rate (% of total labor force) (WEO),%,5.2,4.5,4.133,4.117,3.85,4.025,3.842,3.108,2.525,2.583,2.458,2.45,2.525,2.9,2.475,2.067,2.058,2.617,6.95,6.583,4.425,4,3.258,3.55,3.658,3.75,3.475,3.258,3.175,3.633,3.708,3.408,3.225,3.1,3.492,3.592,3.675,3.683,3.833,3.783,3.942,4.6,4.1,4,3.9,3.8,3.7
KWT,Kuwait,345,Total investment (% of GDP),% of GDP,13.885,16.508,22.948,24.786,21.024,18.855,22.11,17.545,15.696,12.299,15.872,39.293,19.867,17.187,19.869,14.759,15.106,13.637,18.448,14.555,10.67,14.31,17.129,16.644,18.186,16.425,16.158,20.456,17.63,17.966,17.659,13.548,12.835,14.351,16.29,25.428,29.959,27.731,25.206,24.092,28.482,25.283,25.699,25.886,25.86,25.669,25.261
KWT,Kuwait,346,Gross national savings (% of GDP),% of GDP,70.286,72.311,47.491,51.568,53.301,43.812,56.227,52.767,50.532,50.929,2.789,-236.428,-3.49,31.197,35.479,37.72,39.922,42.617,26.987,31.362,49.57,38.149,28.281,36.267,47.3,56.795,64.717,57.247,58.501,42.273,50.831,57.143,58.697,55.911,50.208,37.116,33.239,40.214,44.999,40.604,27.38,34.965,33.878,32.106,30.693,29.528,28.819
KWT,Kuwait,347,"Inflation, average consumer prices",Index,55.089,59.151,63.751,66.759,67.545,68.552,69.206,69.659,70.682,73.044,84.583,91.461,91.166,91.716,93.893,96.272,99.197,100,100.6,103.702,105.328,106.854,107.705,108.767,110.134,114.672,118.218,124.678,132.533,138.642,144.876,151.983,156.845,161.084,166.121,172.231,178.228,180.913,181.96,183.962,187.829,192.149,196.953,201.877,206.924,212.097,217.399
KWT,Kuwait,352,Population (WEO),Value,1.37,1.432,1.497,1.566,1.6,1.7,1.8,1.9,2,2.1,2.13,1.36,1.42,1.48,1.83,1.96,2.09,2.209,2.271,2.255,2.217,2.309,2.42,2.547,2.754,2.991,3.183,3.4,3.442,3.485,3.582,3.697,3.807,3.892,4.039,4.183,4.329,4.438,4.622,4.75,4.883,5.019,5.159,5.303,5.451,5.603,5.759
KWT,Kuwait,354,General government total expenditure,National Currency,,,,,,,,,,,4.918,6.392,5.292,4.438,4.319,4.429,4.198,4.021,4.112,4.119,4.23,4.594,4.852,5.281,5.991,6.635,9.405,9.8,16.005,12.866,14.8,16.604,18.911,18.841,20.496,18.755,17.77,18.812,20.977,21.869,21.768,22.282,22.704,23.04,23.388,23.76,24.119
KWT,Kuwait,355,General government net lending/borrowing,National Currency,,,,,,,,,,,-1.704,-4.737,-2.889,-1.139,-0.674,-0.151,1.094,1.58,0.544,1.39,3.658,3.067,2.241,2.468,3.891,10.218,9.399,12.189,7.989,8.39,8.588,14.148,15.799,16.85,10.351,1.928,0.1,2.294,3.84,1.81,-3.101,-2.622,-1.755,-1.858,-2.073,-2.116,-1.807
KWT,Kuwait,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,-3.09,-5.848,-3.517,-1.453,-1.002,-0.764,0.029,0.165,-0.823,-0.043,1.819,1.518,1.175,1.439,2.407,5.856,5.653,8.327,4.4,5.518,5.584,11.272,12.39,12.726,5.867,-2.584,-4.702,-3.424,-1.289,-3.582,-7.614,-6.76,-6.696,-7.286,-7.605,-7.694,-7.444
KWT,Kuwait,359,General government gross debt,National Currency,,,,,,,,,,,,4.732,6.858,6.428,6.528,6.327,5.561,4.802,4.359,4.269,4.04,3.757,3.471,3.279,3.031,2.785,2.433,2.296,2.13,2.029,2.038,1.973,1.755,1.527,1.587,1.604,3.312,7.5,6.303,4.811,3.791,5.296,10.744,17.797,24.35,30.903,37.408
KWT,Kuwait,360,Gross domestic product corresponding to fiscal year,National Currency,7.764,7.039,6.214,6.083,6.425,6.45,5.203,6.233,5.773,7.143,5.328,3.131,5.827,7.231,7.38,8.114,9.429,9.207,7.906,9.17,11.571,10.696,11.589,14.258,17.517,23.595,,32.581,39.62,30.496,33.079,42.512,48.722,49.392,46.285,34.473,33.056,36.611,42.475,40.873,33.054,38.536,39.378,40.399,41.757,43.435,45.588
KWT,Kuwait,362,Volume of imports (% change),Percent change,24.982,1.715,7.13,-8.379,-2.867,-9.382,-18.335,-9.254,10.214,2.931,6.6,125.095,-18.85,-1.446,-2.957,3.83,2.567,-0.126,13.443,-9.07,-12.456,6.981,6.978,13.016,14.977,12.226,4.712,24.744,3.793,-12.492,6.33,5.168,13.964,-0.085,7.952,6.837,4.203,9.214,-0.853,-6.458,-9.685,6.224,3.066,1.997,1.952,1.966,2.322
KWT,Kuwait,363,Volume of exports (% change),Percent change,-29.397,-28.748,-28.857,19.745,10.663,-13.094,9.998,-16.221,-6.001,66.119,-44.8,-94.781,1684.79,96.191,0.256,-1.134,0.406,-0.114,0.535,-10.22,6.228,-0.894,-13.412,29.225,6.416,17.181,-4.609,-0.317,4.191,-7.519,0,17.29,12.453,-2.526,-1.751,0.085,1.081,-4.816,0.95,-1.999,-11.792,-1.738,2.996,1.249,1.245,1.241,1.236
KWT,Kuwait,2777,General government total expenditure,% of GDP,,,,,,,,,,,92.311,204.17,90.821,61.38,58.53,54.59,44.517,43.678,52.012,44.92,36.554,42.952,41.866,37.039,34.202,28.119,31.914,30.08,40.396,42.187,44.741,39.058,38.815,38.146,44.281,54.406,53.758,51.385,49.388,53.504,65.856,57.822,57.657,57.031,56.011,54.702,52.906
KWT,Kuwait,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,-31.983,-151.309,-49.578,-15.747,-9.138,-1.857,11.607,17.166,6.879,15.154,31.614,28.671,19.335,17.308,22.212,43.304,31.895,37.411,20.164,27.513,25.962,33.281,32.428,34.114,22.364,5.593,0.302,6.266,9.041,4.428,-9.382,-6.804,-4.456,-4.598,-4.964,-4.871,-3.964
KWT,Kuwait,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,-58,-186.794,-60.357,-20.088,-13.576,-9.412,0.312,1.796,-10.406,-0.472,15.72,14.192,10.137,10.092,13.741,24.821,19.182,25.557,11.106,18.094,16.879,26.516,25.429,25.765,12.676,-7.497,-14.224,-9.353,-3.035,-8.765,-23.036,-17.542,-17.005,-18.035,-18.214,-17.713,-16.328
KWT,Kuwait,2787,General government gross debt,% of GDP,,,,,,,,,,,,151.138,117.702,88.906,88.458,77.977,58.976,52.16,55.139,46.554,34.915,35.12,29.951,22.998,17.302,11.805,8.257,7.047,5.376,6.653,6.161,4.641,3.602,3.092,3.429,4.653,10.018,20.485,14.838,11.771,11.469,13.743,27.284,44.053,58.314,71.147,82.057
KWT,Kuwait,3092,"Inflation, average consumer prices",Percent change,6.928,7.375,7.777,4.718,1.177,1.49,0.954,0.655,1.468,3.342,15.798,8.132,-0.323,0.603,2.374,2.533,3.038,0.809,0.6,3.083,1.569,1.448,0.797,0.986,1.257,4.12,3.092,5.465,6.3,4.61,4.496,4.905,3.199,2.703,3.127,3.678,3.482,1.507,0.579,1.1,2.102,2.3,2.5,2.5,,2.5,2.5
KWT,Kuwait,3296,Unemployment rate (% of total labor force) (WEO),%,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.842,7.183,1.5,1.8,0.699,0.711,0.791,0.777,1.097,1.305,1.221,1.42,1.349,1.37,1.701,1.671,1.639,2.072,2.078,1.986,1.902,1.722,1.322,1.248,1.28,1.087,,,,,,,,
LAO,Lao PDR,347,"Inflation, average consumer prices",Index,0.172,0.231,0.393,0.638,0.812,1.743,2.353,2.496,2.866,4.577,3.372,3.826,4.202,4.44,4.78,5.692,6.782,8.107,15.416,35.211,38.157,41.137,45.511,52.56,58.062,62.224,66.297,69.452,74.75,74.775,79.25,85.258,88.888,94.551,98.455,99.713,101.471,102.141,104.224,107.688,113.148,118.692,123.084,126.9,130.834,134.889,139.071
LAO,Lao PDR,352,Population (WEO),Value,3.209,3.27,3.345,3.431,3.525,3.622,3.724,3.83,3.94,4.053,4.206,4.33,4.457,4.584,4.708,4.827,4.941,5.05,5.145,5.235,5.324,5.41,5.493,5.577,5.662,5.752,5.846,5.945,6.047,6.149,6.249,6.348,6.445,6.541,6.64,6.741,6.846,6.953,7.062,7.163,7.266,7.371,7.477,7.585,7.694,7.805,7.917
LAO,Lao PDR,354,General government total expenditure,National Currency,,,,,,,,,,,,,,,,,,,,,2811.01,3141.89,3273.06,3793.44,3807.65,4980.64,5843.67,6896.65,8340.14,11014.45,13888.56,14528.62,20173.19,22753.16,26685.46,30230.13,27258,30339.05,31865.73,33321.09,32113.89,36553.4,41096.94,45640.76,49508.28,53850.15,58431.84
LAO,Lao PDR,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,-505.305,-614.015,-561.207,-918.927,-507.99,-825.488,-588.376,-512.665,-965.215,-1696.07,-910.817,-1028.39,-1912.3,-3783.5,-3345.14,-6531.34,-6541.68,-7723.56,-7107.39,-8189.42,-11289.07,-10849.3,-11200.26,-11328.74,-11240.9,-11340.73,-11272.32
LAO,Lao PDR,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,-457.639,-566.859,-483.862,-808.578,-306.161,-563.523,-369.801,-280.693,-733.52,-1487.86,-633.123,-641.751,-1355.69,-2960.84,-2577.86,-5634.55,-5383.69,-6427.06,-5391.81,-6023.36,-7121.58,-6943.43,-6509.39,-5962.42,-5042.82,-4559.84,-4317.25
